review,cleaned_review,rating,date,bank,sentiment_label,sentiment_score,identified_theme
"Love the interface, very user friendly and intuitive Very disappointed.","love the interface, very user friendly and intuitive very disappointed.",5,2025-12-29,CBE,neutral,0.5,UI and Design
"Great UI design, best banking app in Ethiopia Great work!","great ui design, best banking app in ethiopia great work!",4,2026-04-14,CBE,positive,0.9333333333333332,UI and Design
App crashes when I try to pay bills,app crashes when i try to pay bills,1,2025-12-02,CBE,neutral,0.5,App Stability
"Login issues every time, very frustrating Very disappointed.","login issues every time, very frustrating very disappointed.",5,2026-05-13,CBE,negative,0.7475,Account Access
Transaction failed multiple times today Highly recommend.,transaction failed multiple times today highly recommend.,5,2026-02-13,CBE,negative,0.11333333333333333,Transaction Performance
"Loading takes too long, need optimization So frustrating.","loading takes too long, need optimization so frustrating.",5,2026-04-28,CBE,negative,0.225,Other
App crashes when I try to pay bills Very disappointed.,app crashes when i try to pay bills very disappointed.,4,2025-12-24,CBE,negative,0.9750000000000001,App Stability
Transaction failed multiple times today Highly recommend.,transaction failed multiple times today highly recommend.,5,2026-01-20,CBE,negative,0.11333333333333333,Transaction Performance
App crashes when I try to pay bills Update needed.,app crashes when i try to pay bills update needed.,4,2026-04-03,CBE,neutral,0.5,App Stability
"Login issues every time, very frustrating Update needed.","login issues every time, very frustrating update needed.",4,2026-02-25,CBE,negative,0.52,Account Access
"Please add dark mode, it's hard on eyes at night Great work!","please add dark mode, it's hard on eyes at night great work!",3,2026-03-18,CBE,positive,0.18611111111111112,Feature Requests
"Loading takes too long, need optimization So frustrating.","loading takes too long, need optimization so frustrating.",1,2026-01-03,CBE,negative,0.225,Other
App crashes when I try to pay bills Update needed.,app crashes when i try to pay bills update needed.,4,2026-03-25,CBE,neutral,0.5,App Stability
"App is very slow during transfers, takes forever to process Great work!","app is very slow during transfers, takes forever to process great work!",5,2026-03-31,CBE,positive,0.30499999999999994,Transaction Performance
Good app but needs fingerprint login feature,good app but needs fingerprint login feature,4,2026-02-11,CBE,positive,0.7,Account Access
"OTP never arrives, please fix this issue urgently Very disappointed.","otp never arrives, please fix this issue urgently very disappointed.",4,2026-03-14,CBE,negative,0.9750000000000001,Account Access
App crashes when I try to pay bills Very disappointed.,app crashes when i try to pay bills very disappointed.,3,2026-05-14,CBE,negative,0.9750000000000001,App Stability
Customer support helped me resolve my issue quickly Update needed.,customer support helped me resolve my issue quickly update needed.,5,2026-01-04,CBE,positive,0.3333333333333333,Customer Support
"Please add dark mode, it's hard on eyes at night Highly recommend.","please add dark mode, it's hard on eyes at night highly recommend.",4,2026-01-20,CBE,neutral,0.5,Feature Requests
"Login issues every time, very frustrating Please fix!","login issues every time, very frustrating please fix!",1,2026-05-18,CBE,negative,0.65,Account Access
App freezes on payment screen Very disappointed.,app freezes on payment screen very disappointed.,5,2026-02-17,CBE,negative,0.9750000000000001,Transaction Performance
"OTP never arrives, please fix this issue urgently Update needed.","otp never arrives, please fix this issue urgently update needed.",5,2026-04-29,CBE,neutral,0.5,Account Access
"App is very slow during transfers, takes forever to process So frustrating.","app is very slow during transfers, takes forever to process so frustrating.",1,2025-11-27,CBE,negative,0.395,Transaction Performance
Transaction failed multiple times today Great work!,transaction failed multiple times today great work!,5,2026-04-24,CBE,positive,0.16666666666666666,Transaction Performance
Customer support helped me resolve my issue quickly So frustrating.,customer support helped me resolve my issue quickly so frustrating.,4,2025-12-01,CBE,negative,0.4,Customer Support
"App is very slow during transfers, takes forever to process","app is very slow during transfers, takes forever to process",4,2025-12-12,CBE,negative,0.39000000000000007,Transaction Performance
Fingerprint login would make it perfect Very disappointed.,fingerprint login would make it perfect very disappointed.,4,2025-12-13,CBE,neutral,0.5,Account Access
"Love the interface, very user friendly and intuitive","love the interface, very user friendly and intuitive",5,2025-11-27,CBE,positive,0.35833333333333334,UI and Design
Fingerprint login would make it perfect Very disappointed.,fingerprint login would make it perfect very disappointed.,4,2026-01-20,CBE,neutral,0.5,Account Access
Good app but needs fingerprint login feature So frustrating.,good app but needs fingerprint login feature so frustrating.,3,2026-04-06,CBE,positive,0.14999999999999997,Account Access
"Great UI design, best banking app in Ethiopia Update needed.","great ui design, best banking app in ethiopia update needed.",1,2026-04-14,CBE,positive,0.9,UI and Design
Fingerprint login would make it perfect So frustrating.,fingerprint login would make it perfect so frustrating.,4,2026-03-24,CBE,positive,0.3,Account Access
"OTP never arrives, please fix this issue urgently Great work!","otp never arrives, please fix this issue urgently great work!",4,2026-01-23,CBE,positive,1.0,Account Access
App freezes on payment screen Highly recommend.,app freezes on payment screen highly recommend.,1,2026-04-18,CBE,positive,0.16,Transaction Performance
"OTP never arrives, please fix this issue urgently Great work!","otp never arrives, please fix this issue urgently great work!",2,2026-04-12,CBE,positive,1.0,Account Access
Fingerprint login would make it perfect Please fix!,fingerprint login would make it perfect please fix!,5,2026-01-28,CBE,positive,1.0,Account Access
"Fast and secure, recommended for everyone Update needed.","fast and secure, recommended for everyone update needed.",3,2025-12-09,CBE,positive,0.30000000000000004,Transaction Performance
"App is very slow during transfers, takes forever to process Please fix!","app is very slow during transfers, takes forever to process please fix!",4,2026-03-20,CBE,negative,0.4875000000000001,Transaction Performance
"Loading takes too long, need optimization Highly recommend.","loading takes too long, need optimization highly recommend.",1,2025-11-21,CBE,neutral,0.5,Other
Very reliable for daily transactions Please fix!,very reliable for daily transactions please fix!,2,2026-04-14,CBE,positive,0.1,Transaction Performance
"Great UI design, best banking app in Ethiopia Please fix!","great ui design, best banking app in ethiopia please fix!",1,2025-12-26,CBE,positive,0.9,UI and Design
"Please add dark mode, it's hard on eyes at night Highly recommend.","please add dark mode, it's hard on eyes at night highly recommend.",2,2026-03-19,CBE,neutral,0.5,Feature Requests
Good app but needs fingerprint login feature So frustrating.,good app but needs fingerprint login feature so frustrating.,3,2025-12-08,CBE,positive,0.14999999999999997,Account Access
App crashes when I try to pay bills,app crashes when i try to pay bills,1,2026-05-14,CBE,neutral,0.5,App Stability
Fingerprint login would make it perfect So frustrating.,fingerprint login would make it perfect so frustrating.,5,2025-12-26,CBE,positive,0.3,Account Access
"Login issues every time, very frustrating Great work!","login issues every time, very frustrating great work!",4,2026-01-27,CBE,positive,0.24,Account Access
Good app but needs fingerprint login feature,good app but needs fingerprint login feature,3,2026-04-06,CBE,positive,0.7,Account Access
"Fast and secure, recommended for everyone Great work!","fast and secure, recommended for everyone great work!",5,2026-03-19,CBE,positive,0.5333333333333333,Transaction Performance
"Login issues every time, very frustrating Very disappointed.","login issues every time, very frustrating very disappointed.",3,2025-11-25,CBE,negative,0.7475,Account Access
Very reliable for daily transactions Please fix!,very reliable for daily transactions please fix!,1,2026-03-05,CBE,positive,0.1,Transaction Performance
App freezes on payment screen Update needed.,app freezes on payment screen update needed.,5,2026-03-15,CBE,neutral,0.5,Transaction Performance
App crashes when I try to pay bills Great work!,app crashes when i try to pay bills great work!,3,2025-11-23,CBE,positive,1.0,App Stability
"Fast and secure, recommended for everyone Highly recommend.","fast and secure, recommended for everyone highly recommend.",4,2026-01-18,CBE,positive,0.25333333333333335,Transaction Performance
"Love the interface, very user friendly and intuitive Please fix!","love the interface, very user friendly and intuitive please fix!",5,2026-02-07,CBE,positive,0.38958333333333334,UI and Design
Customer support helped me resolve my issue quickly Great work!,customer support helped me resolve my issue quickly great work!,5,2026-02-12,CBE,positive,1.0,Customer Support
